hvrecid,permitno,nocatch,nohrvrpt,harvdate,location,pots,soaktime,shrimp,keyid,keydate,year,comments,mailing,stat_area
115419,627,0,0,6/9/2019,Culross,3,12,3,ADFG WEB,9/30/2019,2019,,4,
115420,657,0,0,6/9/2019,Blackstone Point,3,12,1.5,ADFG WEB,8/28/2019,2019,,4,
115421,662,0,0,6/9/2019,Valdez Narrows,3,24,2,ADFG WEB,10/3/2019,2019,,4,
115422,668,0,0,6/9/2019,Valdez,3,48,2,ADFG WEB,10/8/2019,2019,,4,
115423,776,0,0,6/9/2019,Klicklik Bay,3,13,2,ADFG WEB,10/3/2019,2019,,4,
115424,791,0,0,6/9/2019,Nellie Juan,3,12,3,ADFG WEB,10/8/2019,2019,,4,
115425,820,0,0,6/9/2019,Head of Bay,3,20,2,ADFG WEB,10/13/2019,2019,,4,
115426,952,0,0,6/9/2019,Marsha Bay/ Knight Island,3,16,0.25,ADFG WEB,9/18/2019,2019,,4,
115427,961,0,0,6/9/2019,Blackstone Bay,3,10,0.25,ADFG WEB,9/14/2019,2019,,4,
115428,973,0,0,6/9/2019,Icy Bay,3,24,1.5,ADFG WEB,9/30/2019,2019,,4,
115429,98,0,0,6/9/2019,Cochran Bay,3,24,7,ADFG WEB,9/19/2019,2019,,4,
115430,1018,0,0,6/10/2019,Shotgun Cove,3,48,2,ADFG WEB,8/9/2019,2019,,4,
115431,1087,0,0,6/10/2019,Sawmill Bay,3,24,5,ADFG WEB,9/27/2019,2019,,4,
115432,1095,0,0,6/10/2019,Blackstone Bay,3,8,3,ADFG WEB,9/29/2019,2019,,4,
115433,1271,0,0,6/10/2019,Port Wells,3,12,6.5,ADFG WEB,9/15/2019,2019,,4,
115434,133,0,0,6/10/2019,East of Point Lowe,3,24,5,ADFG WEB,9/24/2019,2019,,4,
115435,1413,0,0,6/10/2019,West port wells,3,16,5.5,ADFG WEB,9/22/2019,2019,,4,
115436,145,0,0,6/10/2019,Pigot Bay,3,2,1,ADFG WEB,10/15/2019,2019,,4,
115437,1468,0,0,6/10/2019,Cochrane Bay,2,6,1,ADFG WEB,9/25/2019,2019,,4,
115438,1492,0,0,6/10/2019,cochrane bay,3,24,3,ADFG WEB,9/27/2019,2019,,4,
115439,1542,0,0,6/10/2019,Log Camp Bay,3,192,1,ADFG WEB,9/12/2019,2019,,4,
115440,1565,0,0,6/10/2019,Valdez Narrows,1,24,1,ADFG WEB,9/6/2019,2019,,4,
115441,162,0,0,6/10/2019,north side busby island,3,40,1,ADFG WEB,9/26/2019,2019,,4,
115442,1679,0,0,6/10/2019,Passage Canal,3,8,4,ADFG WEB,9/25/2019,2019,,4,
115443,1750,0,0,6/10/2019,Eaglek,3,12,1,ADFG WEB,10/13/2019,2019,,4,
115444,182,0,0,6/10/2019,LONG BAY,3,288,4.5,ADFG WEB,9/19/2019,2019,,4,
115445,1846,0,0,6/10/2019,College fjord,3,24,10,ADFG WEB,9/3/2019,2019,,4,
115446,1944,0,0,6/10/2019,Esther rock,3,48,4,ADFG WEB,10/8/2019,2019,,4,
115447,2002,0,0,6/10/2019,Esther rock,3,5,1,ADFG WEB,8/30/2019,2019,,4,
115448,2104,0,0,6/10/2019,Cochrane bay,3,5,1,ADFG WEB,9/27/2019,2019,,4,
115449,2151,0,0,6/10/2019,Mummy Bay,3,12,4,ADFG WEB,9/5/2019,2019,,4,
115450,2184,0,0,6/10/2019,Granite Bay,3,4,1,ADFG WEB,8/5/2019,2019,,4,
115451,231,0,0,6/10/2019,blackstone,3,24,5,ADFG WEB,9/18/2019,2019,,4,
115452,2389,0,0,6/10/2019,.75 S of Granite Pt.,3,60,4,ADFG WEB,9/16/2019,2019,,4,
115453,2416,0,0,6/10/2019,Blackstone Bay,3,5,2,ADFG WEB,9/17/2019,2019,,4,
115454,2497,0,0,6/10/2019,College Fiord,3,12,4,ADFG WEB,10/9/2019,2019,,4,
115455,250,0,0,6/10/2019,Otter Cove,3,24,0.6,ADFG WEB,9/11/2019,2019,,4,
115456,2508,0,0,6/10/2019,Valdez Harbor,1,24,1,ADFG WEB,6/26/2019,2019,,4,
115457,2528,0,0,6/10/2019,Bettles bay,2,24,4,ADFG WEB,9/24/2019,2019,,4,
115458,2606,0,0,6/10/2019,Cochrane Bay,3,24,2,ADFG WEB,10/15/2019,2019,,4,
115459,2675,0,0,6/10/2019,Blackstone,3,6,1,ADFG WEB,9/27/2019,2019,,4,
115460,2698,0,0,6/10/2019,Culross Passage,2,2,0.25,ADFG WEB,9/29/2019,2019,,4,
115461,2706,1,0,6/10/2019,sawmil bay,3,33,1,ADFG WEB,9/25/2019,2019,,4,
115462,2709,0,0,6/10/2019,Blackstone Bay,3,15,4,ADFG WEB,9/23/2019,2019,,4,
115463,2728,0,0,6/10/2019,Jacks Bay,3,12,0.02,ADFG WEB,10/15/2019,2019,,4,
115464,290,0,0,6/10/2019,Anderson Glacier,3,48,5,ADFG WEB,10/12/2019,2019,,4,
115465,293,0,0,6/10/2019,Galena Bay,3,36,2,ADFG WEB,9/16/2019,2019,,4,
115466,319,0,0,6/10/2019,Wells Passage,3,9,2,ADFG WEB,8/29/2019,2019,,4,
115467,3199,0,0,6/10/2019,Culross Passage,3,12,3,ADFG WEB,9/22/2019,2019,,4,
115468,32,0,0,6/10/2019,blackstone bay,2,12,3,ADFG WEB,9/16/2019,2019,,4,
115469,323,0,0,6/10/2019,COCHRAN,3,8,1,ADFG WEB,9/3/2019,2019,,4,
115470,396,0,0,6/10/2019,Jack Bay,3,24,1,ADFG WEB,10/9/2019,2019,,4,
115471,482,0,0,6/10/2019,Blackstone Bay,3,24,4,ADFG WEB,9/22/2019,2019,,4,
115472,581,0,0,6/10/2019,Pt Cochrane,1,450,25,ADFG WEB,9/11/2019,2019,,4,
115473,658,0,0,6/10/2019,Canal,3,5,2,ADFG WEB,9/22/2019,2019,,4,
115474,806,0,0,6/10/2019,cochran,3,70,5.5,ADFG WEB,8/30/2019,2019,,4,
115475,819,0,0,6/10/2019,Valdez narrows,3,48,1,ADFG WEB,10/15/2019,2019,,4,
115476,941,0,0,6/10/2019,Port Valdez,3,20,2,ADFG WEB,9/27/2019,2019,,4,
115477,98,0,0,6/10/2019,Cochran Bay,3,8,2,ADFG WEB,9/19/2019,2019,,4,
115478,1049,0,0,6/11/2019,heather bay,3,72,2,ADFG WEB,9/10/2019,2019,,4,
115479,1087,0,0,6/11/2019,Sawmill Bay,3,24,3.5,ADFG WEB,9/27/2019,2019,,4,
115480,1120,0,0,6/11/2019,"Valdez Narrows, along falls SW of Shoup Bay",3,120,0.25,ADFG WEB,9/25/2019,2019,,4,
115481,133,0,0,6/11/2019,East of Point Lowe,3,24,6,ADFG WEB,9/24/2019,2019,,4,
115482,1405,0,0,6/11/2019,cochrane bay,3,18,2,ADFG WEB,8/22/2019,2019,,4,
115483,1492,0,0,6/11/2019,cochrane bay,3,24,2,ADFG WEB,9/27/2019,2019,,4,
115484,1724,0,0,6/11/2019,vdz,3,48,2,ADFG WEB,10/2/2019,2019,,4,
115485,1783,0,0,6/11/2019,Valdez Arm,3,48,1,ADFG WEB,9/11/2019,2019,,4,
115486,1846,0,0,6/11/2019,College fjord,3,24,10,ADFG WEB,9/3/2019,2019,,4,
115487,1960,0,0,6/11/2019,Shoup Bay,3,48,0.5,ADFG WEB,8/20/2019,2019,,4,
115488,2062,0,0,6/11/2019,Granite Bay,2,24,1.2,ADFG WEB,10/14/2019,2019,,4,
115489,2151,0,0,6/11/2019,Mummy Bay,3,18,3,ADFG WEB,9/5/2019,2019,,4,
115490,2184,0,0,6/11/2019,Granite Bay,3,16,2,ADFG WEB,8/5/2019,2019,,4,
115491,2379,0,0,6/11/2019,port of Valdez,3,30,0.25,ADFG WEB,8/27/2019,2019,,4,
115492,250,0,0,6/11/2019,Otter Cove,3,21,1,ADFG WEB,9/11/2019,2019,,4,
115493,2508,0,0,6/11/2019,Valdez Harbor,1,24,1.5,ADFG WEB,6/26/2019,2019,,4,
115494,2572,0,0,6/11/2019,Culross Passage,3,21,2,ADFG WEB,9/10/2019,2019,,4,
115495,2675,0,0,6/11/2019,Passage,3,6,2,ADFG WEB,9/27/2019,2019,,4,
115496,2706,0,0,6/11/2019,sawmil bay,3,24,0.3,ADFG WEB,9/25/2019,2019,,4,
115497,2709,0,0,6/11/2019,Blackstone bay,3,6,2,ADFG WEB,9/23/2019,2019,,4,
115498,2762,0,0,6/11/2019,Cedar Bay,4,12,4,ADFG WEB,10/3/2019,2019,,4,
115499,319,0,0,6/11/2019,Blackstone,3,3,1,ADFG WEB,8/29/2019,2019,,4,
115500,319,0,0,6/11/2019,Wells Passage,3,6,2,ADFG WEB,8/29/2019,2019,,4,
115501,32,0,0,6/11/2019,blackstone bay,2,12,2,ADFG WEB,9/16/2019,2019,,4,
115502,3767,0,0,6/11/2019,Pakinham Pt.,3,24,2,ADFG WEB,7/19/2019,2019,,4,
115503,396,0,0,6/11/2019,Entrance Island,3,24,1.25,ADFG WEB,10/9/2019,2019,,4,
115504,482,0,0,6/11/2019,Blackstone Bay,3,26,3,ADFG WEB,9/22/2019,2019,,4,
115505,668,0,0,6/11/2019,Valdez,3,48,1,ADFG WEB,10/8/2019,2019,,4,
115506,752,0,0,6/11/2019,Gold Creek,3,48,3,ADFG WEB,10/11/2019,2019,,4,
115507,838,0,0,6/11/2019,Port Valdez,3,120,2,ADFG WEB,10/15/2019,2019,,4,
115508,2389,0,0,6/12/2018,.9 SW of Granite Pt.,3,48,2.5,ADFG WEB,9/16/2019,2019,,4,
115509,1045,0,0,6/12/2019,Heather Bay,3,12,2,ADFG WEB,9/18/2019,2019,,4,
115510,1049,0,0,6/12/2019,heather bay,3,24,2,ADFG WEB,9/10/2019,2019,,4,
115511,1087,0,0,6/12/2019,Sawmill Bay,3,24,3,ADFG WEB,9/27/2019,2019,,4,
115512,1253,0,0,6/12/2019,Dangerous Passage,3,48,7,ADFG WEB,10/14/2019,2019,,4,
115513,133,0,0,6/12/2019,East of Point Lowe,3,26,5,ADFG WEB,9/24/2019,2019,,4,
115514,1405,0,0,6/12/2019,cochrane bay,3,24,2.5,ADFG WEB,8/22/2019,2019,,4,
115515,1527,0,0,6/12/2019,Eshamy Bay,3,96,0.5,ADFG WEB,9/13/2019,2019,,4,
115516,162,0,0,6/12/2019,same,3,48,1,ADFG WEB,9/26/2019,2019,,4,
115517,1738,0,0,6/12/2019,Blackstone Bay near Willard Island,2,8,1,ADFG WEB,7/24/2019,2019,,4,
115518,1791,0,0,6/12/2019,guage island,2,24,12,ADFG WEB,9/8/2019,2019,,4,
115519,1846,0,0,6/12/2019,College fjord,3,24,10,ADFG WEB,9/3/2019,2019,,4,
115520,2172,0,0,6/12/2019,Head of Passage Canal,3,48,1.25,ADFG WEB,9/16/2019,2019,,4,
115521,250,0,0,6/12/2019,Otter Cove,3,27,0.6,ADFG WEB,9/11/2019,2019,,4,
115522,2508,0,0,6/12/2019,Valdez Harbor,1,24,1,ADFG WEB,6/26/2019,2019,,4,
115523,2572,0,0,6/12/2019,Culross Passage,3,24,2,ADFG WEB,9/10/2019,2019,,4,
115524,2695,0,0,6/12/2019,Pigot Bay,3,10,6,ADFG WEB,10/9/2019,2019,,4,
115525,2706,1,0,6/12/2019,sawmil bay,3,24,1,ADFG WEB,9/25/2019,2019,,4,
115526,2762,0,0,6/12/2019,Cedar bay,4,24,2,ADFG WEB,10/3/2019,2019,,4,
115527,277,0,0,6/12/2019,Logging camp,3,48,1.5,ADFG WEB,10/4/2019,2019,,4,
115528,290,0,0,6/12/2019,Anderson Glacier,3,48,5,ADFG WEB,10/12/2019,2019,,4,
115529,2960,0,0,6/12/2019,Cedar bay,3,12,3,ADFG WEB,9/14/2019,2019,,4,
115530,297,0,0,6/12/2019,Port Valdez,3,72,0.5,ADFG WEB,9/30/2019,2019,,4,
115531,319,0,0,6/12/2019,Blackstone,3,4,1,ADFG WEB,8/29/2019,2019,,4,
115532,32,0,0,6/12/2019,perry passage,2,12,2,ADFG WEB,9/16/2019,2019,,4,
115533,33,0,0,6/12/2019,McClure Bay,3,12,4,ADFG WEB,9/8/2019,2019,,4,
115534,3767,0,0,6/12/2019,Pakinham Pt.,3,24,2,ADFG WEB,7/19/2019,2019,,4,
115535,475,0,0,6/12/2019,Passage cannel,3,96,1,ADFG WEB,9/29/2019,2019,,4,
115536,572,0,0,6/12/2019,Shoupe Bay,3,24,1.5,ADFG WEB,9/16/2019,2019,,4,
115537,1045,1,0,6/13/2019,Sawmill Bay,3,12,0,ADFG WEB,9/18/2019,2019,,4,
115538,1049,0,0,6/13/2019,heather bay,3,24,2,ADFG WEB,9/10/2019,2019,,4,
115539,1120,0,0,6/13/2019,"Valdez Narrows, along falls SW of Shoup Bay",3,48,4,ADFG WEB,9/25/2019,2019,,4,
115540,1322,0,0,6/13/2019,Unakwik,3,19,1.75,ADFG WEB,10/14/2019,2019,,4,
115541,133,0,0,6/13/2019,East of Point Lowe,3,24,5,ADFG WEB,9/24/2019,2019,,4,
115542,1405,0,0,6/13/2019,cochrane bay,3,24,2,ADFG WEB,8/22/2019,2019,,4,
115543,1414,0,0,6/13/2019,Blackstone Bay,3,5,2,ADFG WEB,10/7/2019,2019,,4,
115544,16,0,0,6/13/2019,Sawmill Bay,3,36,1,ADFG WEB,9/19/2019,2019,,4,
115545,162,0,0,6/13/2019,same,3,24,1,ADFG WEB,9/26/2019,2019,,4,
115546,1724,0,0,6/13/2019,vdz,3,48,1,ADFG WEB,10/2/2019,2019,,4,
115547,1783,0,0,6/13/2019,Valdez Arm,3,48,4,ADFG WEB,9/11/2019,2019,,4,
115548,1791,0,0,6/13/2019,guage island,2,24,3,ADFG WEB,9/8/2019,2019,,4,
115549,181,0,0,6/13/2019,Blackstone Bay,3,8,3.5,ADFG WEB,8/8/2019,2019,,4,
115550,1944,0,0,6/13/2019,Esther rock,3,65,4,ADFG WEB,10/8/2019,2019,,4,
115551,2196,0,0,6/13/2019,West Side Perry Island,3,8,2,ADFG WEB,10/15/2019,2019,,4,
115552,2508,0,0,6/13/2019,Valdez Harbor,1,24,1,ADFG WEB,6/26/2019,2019,,4,
115553,2546,0,0,6/13/2019,Blackstone bay,3,12,3,ADFG WEB,9/7/2019,2019,,4,
115554,2706,0,0,6/13/2019,middle rock,3,12,0.25,ADFG WEB,9/25/2019,2019,,4,
115555,2762,0,0,6/13/2019,Cedar Bay,4,24,2,ADFG WEB,10/3/2019,2019,,4,
115556,2822,0,0,6/13/2019,Bainbridge Passage,1,14,1,ADFG WEB,6/27/2019,2019,,4,
115557,2846,0,0,6/13/2019,Coghil,3,6,1,ADFG WEB,10/2/2019,2019,,4,
115558,2854,0,0,6/13/2019,Passage Canal,3,96,1,ADFG WEB,10/13/2019,2019,,4,
115559,2960,0,0,6/13/2019,Cedar bay,3,12,2,ADFG WEB,9/14/2019,2019,,4,
115560,3121,0,0,6/13/2019,Main Bay,3,8,1.5,ADFG WEB,9/29/2019,2019,,4,
115561,32,0,0,6/13/2019,perry passage,2,16,2.5,ADFG WEB,9/16/2019,2019,,4,
115562,33,0,0,6/13/2019,Perry Island,3,12,3,ADFG WEB,9/8/2019,2019,,4,
115563,3767,0,0,6/13/2019,Pakinham Pt.,3,24,2,ADFG WEB,7/19/2019,2019,,4,
115564,572,0,0,6/13/2019,Valdez Narrows,3,24,1.5,ADFG WEB,9/16/2019,2019,,4,
115565,668,0,0,6/13/2019,Valdez,3,48,1,ADFG WEB,10/8/2019,2019,,4,
115566,752,0,0,6/13/2019,Gold Creek,3,50,1,ADFG WEB,10/11/2019,2019,,4,
115567,77,0,0,6/13/2019,Port Valdez Allison Point,3,48,2,ADFG WEB,9/4/2019,2019,,4,
115568,771,0,0,6/13/2019,"Culross, Passage Canal",3,7,2,ADFG WEB,10/1/2019,2019,,4,
115569,939,0,0,6/13/2019,McClure Bay,3,8,5,ADFG WEB,8/26/2019,2019,,4,
115570,939,0,0,6/13/2019,Squaw Bay,3,12,5,ADFG WEB,8/26/2019,2019,,4,
115571,950,0,0,6/13/2019,passage canal,3,48,3,ADFG WEB,9/26/2019,2019,,4,
115572,1126,0,0,6/14/2019,Wells Bay,3,10,3,ADFG WEB,10/14/2019,2019,,4,
115573,1139,0,0,6/14/2019,Unakwik,3,19,2,ADFG WEB,9/15/2019,2019,,4,
115574,1303,0,0,6/14/2019,Blackstone Bay,3,6,3,ADFG WEB,10/12/2019,2019,,4,
115575,1322,0,0,6/14/2019,Unakwik,3,26,1.5,ADFG WEB,10/14/2019,2019,,4,
115576,133,0,0,6/14/2019,East of Point Lowe,3,24,5,ADFG WEB,9/24/2019,2019,,4,
115577,1405,0,0,6/14/2019,Cochrane bay,3,24,3,ADFG WEB,8/22/2019,2019,,4,
115578,1492,0,0,6/14/2019,cochrane bay,3,16,2.5,ADFG WEB,9/27/2019,2019,,4,
115579,1534,0,0,6/14/2019,McClure Bay - Mouth,3,14,3,ADFG WEB,9/9/2019,2019,,4,
115580,162,0,0,6/14/2019,same,3,24,1,ADFG WEB,9/26/2019,2019,,4,
115581,1760,0,0,6/14/2019,Icy Bay,3,24,2,ADFG WEB,7/19/2019,2019,,4,
115582,177,0,0,6/14/2019,Blackstone Bay/Head near Glacier Morraine,3,4,1.5,ADFG WEB,9/13/2019,2019,,4,
115583,2027,0,0,6/14/2019,passage canal,3,12,3,ADFG WEB,9/14/2019,2019,,4,
115584,2180,0,0,6/14/2019,Blue Fiord,3,24,0.04,ADFG WEB,9/3/2019,2019,,4,
115585,2196,0,0,6/14/2019,West Side Perry Island,3,8,2,ADFG WEB,10/15/2019,2019,,4,
115586,2246,0,0,6/14/2019,culross passage,3,20,1,ADFG WEB,9/14/2019,2019,,4,
115587,2291,0,0,6/14/2019,Cochrane bay,3,4,0.5,ADFG WEB,9/28/2019,2019,,4,
115588,2379,0,0,6/14/2019,port of Valdez,3,24,0.25,ADFG WEB,8/27/2019,2019,,4,
115589,250,0,0,6/14/2019,Lower Herring Bay,3,22,1,ADFG WEB,9/11/2019,2019,,4,
115590,2508,0,0,6/14/2019,Valdez Harbor,1,24,0.75,ADFG WEB,6/26/2019,2019,,4,
115591,2546,0,0,6/14/2019,Blackstone bay,2,24,3,ADFG WEB,9/7/2019,2019,,4,
115592,2606,0,0,6/14/2019,Cochrane Bay,3,16,2,ADFG WEB,10/15/2019,2019,,4,
115593,2611,0,0,6/14/2019,SIMPSON BAY,1,24,1,ADFG WEB,7/11/2019,2019,,4,
115594,272,0,0,6/14/2019,Cochrane Bay,4,12,1,ADFG WEB,9/13/2019,2019,,4,
115595,2822,0,0,6/14/2019,Lons Channel,1,12,1,ADFG WEB,6/27/2019,2019,,4,
115596,2881,0,0,6/14/2019,Blackstone Bay,1,24,1,ADFG WEB,7/15/2019,2019,,4,
115597,2936,0,0,6/14/2019,Passage canal,1,3,1,ADFG WEB,6/19/2019,2019,,4,
115598,2960,0,0,6/14/2019,Cedar bay,3,12,2,ADFG WEB,9/14/2019,2019,,4,
115599,322,0,0,6/14/2019,McClure Bay,3,12,3,ADFG WEB,10/4/2019,2019,,4,
115600,36,0,0,6/14/2019,College Fiord,3,8,5,ADFG WEB,10/10/2019,2019,,4,
115601,3767,0,0,6/14/2019,Pakinham Pt.,3,24,2,ADFG WEB,7/19/2019,2019,,4,
115602,452,0,0,6/14/2019,Blackstone bay,3,2,1,ADFG WEB,10/8/2019,2019,,4,
115603,521,0,0,6/14/2019,"Culrose Passage, Southwest side",3,80,3,ADFG WEB,9/13/2019,2019,,4,
115604,531,0,0,6/14/2019,Passage Canal,3,12,2,ADFG WEB,10/13/2019,2019,,4,
115605,549,0,0,6/14/2019,Bettles bay area,3,9,3,ADFG WEB,9/17/2019,2019,,4,
115606,673,0,0,6/14/2019,bettles bay,3,48,13,ADFG WEB,9/9/2019,2019,,4,
115607,814,0,0,6/14/2019,Wells Passage,3,4,0.5,ADFG WEB,9/24/2019,2019,,4,
115608,838,0,0,6/14/2019,Port Valdez,3,4,0.75,ADFG WEB,10/15/2019,2019,,4,
115609,86,0,0,6/14/2019,Blackstone,3,14,3,ADFG WEB,9/17/2019,2019,,4,
115610,939,0,0,6/14/2019,McClure Bay,3,12,5,ADFG WEB,8/26/2019,2019,,4,
115611,939,0,0,6/14/2019,Pakenham Pt,3,6,2,ADFG WEB,8/26/2019,2019,,4,
115612,950,0,0,6/14/2019,passage canal,3,24,2.5,ADFG WEB,9/26/2019,2019,,4,
115613,985,0,0,6/14/2019,Blackstone Bay,3,10,5,ADFG WEB,9/15/2019,2019,,4,
115614,1049,0,0,6/15/2019,heather bay,3,48,2,ADFG WEB,9/10/2019,2019,,4,
115615,1087,0,0,6/15/2019,Sawmill Bay,3,24,3.5,ADFG WEB,9/27/2019,2019,,4,
115616,1126,0,0,6/15/2019,Unakwik,3,24,3,ADFG WEB,10/14/2019,2019,,4,
115617,1171,0,0,6/15/2019,Mew Cove Knight Island,3,12,2,ADFG WEB,9/30/2019,2019,,4,
115618,1322,0,0,6/15/2019,Wells Bay,3,19,4,ADFG WEB,10/14/2019,2019,,4,
115619,14,0,0,6/15/2019,Blackstone Bay,3,48,2,ADFG WEB,10/6/2019,2019,,4,
115620,140,0,0,6/15/2019,Potatoe Point,3,10,0.5,ADFG WEB,9/6/2019,2019,,4,
115621,1527,0,0,6/15/2019,Eshamy Bay,3,72,1.5,ADFG WEB,9/13/2019,2019,,4,
115622,1534,0,0,6/15/2019,Mummy Bay - Mouth,3,25,3,ADFG WEB,9/9/2019,2019,,4,
115623,1577,1,0,6/15/2019,Blackstone Bay,1,4,0,ADFG WEB,9/17/2019,2019,,4,
115624,162,0,0,6/15/2019,same,3,24,1,ADFG WEB,9/26/2019,2019,,4,
115625,1684,0,0,6/15/2019,Wells Bay,3,10,1.5,ADFG WEB,10/9/2019,2019,,4,
115626,1724,0,0,6/15/2019,vdz,3,48,1,ADFG WEB,10/2/2019,2019,,4,
115627,1741,0,0,6/15/2019,Cochrane Bay,3,5,1,ADFG WEB,10/12/2019,2019,,4,
115628,1760,0,0,6/15/2019,Icy Bay,3,24,2,ADFG WEB,7/19/2019,2019,,4,
115629,177,0,0,6/15/2019,Blackstone Bay/Mouth,3,10,3,ADFG WEB,9/13/2019,2019,,4,
115630,1783,0,0,6/15/2019,Valdez Arm,3,48,3,ADFG WEB,9/11/2019,2019,,4,
115631,181,0,0,6/15/2019,Blackstone Bay,3,36,4,ADFG WEB,8/8/2019,2019,,4,
115632,182,0,0,6/15/2019,LONG BAY,3,288,4.5,ADFG WEB,9/19/2019,2019,,4,
115633,1968,0,0,6/15/2019,Bettles Bay,2,12,2,ADFG WEB,8/28/2019,2019,,4,
115634,2027,0,0,6/15/2019,passage canal,3,12,3,ADFG WEB,9/14/2019,2019,,4,
115635,2047,0,0,6/15/2019,south end of culross pass,3,6,4,ADFG WEB,10/8/2019,2019,,4,
115636,2104,0,0,6/15/2019,West ingot elenor,3,12,1,ADFG WEB,9/27/2019,2019,,4,
115637,2180,0,0,6/15/2019,Greystone Bay,3,24,0.05,ADFG WEB,9/3/2019,2019,,4,
115638,2259,0,0,6/15/2019,Pigot bay,3,6,0.3,ADFG WEB,10/5/2019,2019,,4,
115639,2445,0,0,6/15/2019,Blackstone,3,24,2,ADFG WEB,9/13/2019,2019,,4,
115640,250,0,0,6/15/2019,Lower Herring Bay,3,22,1,ADFG WEB,9/11/2019,2019,,4,
115641,2508,0,0,6/15/2019,Valdez Harbor,1,24,0.75,ADFG WEB,6/26/2019,2019,,4,
115642,2546,0,0,6/15/2019,Blackstone bay,2,8,2,ADFG WEB,9/7/2019,2019,,4,
115643,2611,1,0,6/15/2019,SIMPSON BAY,1,24,0,ADFG WEB,7/11/2019,2019,,4,
115644,272,0,0,6/15/2019,Cochrane Bay,4,5,1,ADFG WEB,9/13/2019,2019,,4,
115645,2822,0,0,6/15/2019,McClur Bay,1,12,1,ADFG WEB,6/27/2019,2019,,4,
115646,2836,0,0,6/15/2019,cochrane bay,3,36,3,ADFG WEB,10/1/2019,2019,,4,
115647,2857,0,0,6/15/2019,blackstone,3,4,0.5,ADFG WEB,9/7/2019,2019,,4,
115648,290,0,0,6/15/2019,Anderson Glacier,3,72,6,ADFG WEB,10/12/2019,2019,,4,
115649,294,0,0,6/15/2019,esther island,3,24,3,ADFG WEB,10/1/2019,2019,,4,
115650,2960,0,0,6/15/2019,Cedar bay,3,12,1.5,ADFG WEB,9/14/2019,2019,,4,
115651,297,0,0,6/15/2019,Port Valdez,3,72,3,ADFG WEB,9/30/2019,2019,,4,
115652,322,0,0,6/15/2019,Blue Fiord,3,12,1,ADFG WEB,10/4/2019,2019,,4,
115653,333,0,0,6/15/2019,Perry Island,3,12,2,ADFG WEB,10/1/2019,2019,,4,
115654,3717,1,0,6/15/2019,0,1,1,0,ADFG WEB,9/4/2019,2019,,4,
115655,3767,0,0,6/15/2019,Pakinham Pt.,3,24,2,ADFG WEB,7/19/2019,2019,,4,
115656,390,0,0,6/15/2019,Blackstone Point,3,12,2,ADFG WEB,9/25/2019,2019,,4,
115657,451,0,0,6/15/2019,Cochrane Bay,3,11,5,ADFG WEB,9/25/2019,2019,,4,
115658,452,0,0,6/15/2019,Esther passage,3,4,1,ADFG WEB,10/8/2019,2019,,4,
115659,549,0,0,6/15/2019,Bettles bay area,3,10,4,ADFG WEB,9/17/2019,2019,,4,
115660,561,0,0,6/15/2019,Eagelek Bay,3,24,1,ADFG WEB,9/30/2019,2019,,4,
115661,57,0,0,6/15/2019,passage canal,2,6,1,ADFG WEB,8/9/2019,2019,,4,
115662,77,0,0,6/15/2019,Columbia Bay Heather Cove,3,24,2,ADFG WEB,9/4/2019,2019,,4,
115663,814,0,0,6/15/2019,Wells Passage,3,6,2,ADFG WEB,9/24/2019,2019,,4,
115664,838,0,0,6/15/2019,Port Valdez,3,20,1.5,ADFG WEB,10/15/2019,2019,,4,
115665,939,0,0,6/15/2019,Blackstone Bay,3,12,5,ADFG WEB,8/26/2019,2019,,4,
115666,998,0,0,6/15/2019,jack,3,7,0.75,ADFG WEB,9/29/2019,2019,,4,
115667,1049,0,0,6/16/2019,heather bay,3,24,1,ADFG WEB,9/10/2019,2019,,4,
115668,1059,0,0,6/16/2019,icy bay,3,12,6,ADFG WEB,9/15/2019,2019,,4,
115669,1087,0,0,6/16/2019,Sawmill Bay,3,24,2,ADFG WEB,9/27/2019,2019,,4,
115670,1126,0,0,6/16/2019,Unakwik,3,18,2,ADFG WEB,10/14/2019,2019,,4,
115671,1189,0,0,6/16/2019,Callorose passage,3,6,1,ADFG WEB,9/17/2019,2019,,4,
115672,13,0,0,6/16/2019,Deep Water Bay,3,4,0.5,ADFG WEB,9/24/2019,2019,,4,
115673,1322,0,0,6/16/2019,Port Valdez,3,45,2,ADFG WEB,10/14/2019,2019,,4,
115674,1534,0,0,6/16/2019,McClure Bay - Mouth,3,18,2.5,ADFG WEB,9/9/2019,2019,,4,
115675,1684,0,0,6/16/2019,Wells Bay,3,10,1,ADFG WEB,10/9/2019,2019,,4,
115676,1760,0,0,6/16/2019,Icy Bay,3,24,2,ADFG WEB,7/19/2019,2019,,4,
115677,1783,0,0,6/16/2019,Valdez Arm,3,24,2,ADFG WEB,9/11/2019,2019,,4,
115678,1968,0,0,6/16/2019,Bettles Bay,2,9,1,ADFG WEB,8/28/2019,2019,,4,
115679,2047,0,0,6/16/2019,south end of culross pass,3,12,5,ADFG WEB,10/8/2019,2019,,4,
115680,2180,0,0,6/16/2019,Greystone Bay,3,24,0.06,ADFG WEB,9/3/2019,2019,,4,
115681,2432,1,0,6/16/2019,TEST by Brittany,1,5,0,ADFG WEB,7/15/2019,2019,,4,
115682,250,0,0,6/16/2019,Lower Herring Bay,3,24,1,ADFG WEB,9/11/2019,2019,,4,
